pref_delay,reliability,animal_ID,experiment_ID,selectivity,modulation_index
3,0.08557723916875987,1.0,1.0,0.9090909090909091,0.19161211089705563
1,0.06759832461341836,1.0,1.0,0.9090909090909091,0.25562733137113386
1,0.06980127012950417,1.0,1.0,0.7272727272727273,0.37833836685457717
1,0.11080700932826819,1.0,1.0,0.7272727272727273,0.35361006790617533
3,0.08559662804899541,1.0,1.0,0.9090909090909091,0.23732291468755118
3,0.052185719634831464,1.0,1.0,0.9090909090909091,0.25859645265004993
10,0.08207941277276341,1.0,1.0,0.9090909090909091,0.2556294386427092
7,0.06459926506683475,1.0,1.0,0.8181818181818181,0.25438698268870136
1,0.08624655195726652,1.0,1.0,0.8181818181818181,0.4426590365720117
5,0.06807247345163711,1.0,1.0,0.9090909090909091,0.2567909716074068
3,0.10798140511898101,1.0,1.0,0.9090909090909091,0.6773165935633153
3,0.25746277145334806,1.0,5.0,0.6363636363636364,0.29597245033953357
8,0.11477808273812966,1.0,5.0,0.6363636363636364,0.42658264938635126
2,0.12926764373536068,1.0,5.0,0.6363636363636364,0.370817734697434
2,0.11701443789516612,2.0,7.0,0.9090909090909091,0.39847734572697696
6,0.09501666523296125,2.0,7.0,0.9090909090909091,0.3027092107637207
5,0.09073269589040567,2.0,7.0,0.9090909090909091,0.3346924887329747
8,0.12099490421568906,2.0,7.0,0.9090909090909091,0.3968623285653883
8,0.3201638146286211,2.0,7.0,0.9090909090909091,0.2915751948892876
6,0.08076332188079693,2.0,8.0,0.7272727272727273,0.24280898869198256
2,0.14203376032118725,2.0,8.0,0.9090909090909091,0.567835117789847
3,0.05347004241238718,2.0,8.0,0.9090909090909091,0.16629512677380298
9,0.07433185881460473,2.0,9.0,0.9090909090909091,0.2392889674255155
8,0.08136842329313984,3.0,10.0,0.9090909090909091,0.23790666202737795
5,0.10624196584542485,3.0,10.0,0.9090909090909091,0.20660319274694283
5,0.11094226388826571,3.0,10.0,0.8181818181818181,0.2009330499103307
1,0.1620313460808659,3.0,10.0,0.9090909090909091,0.4784754043203899
5,0.2299479077062175,3.0,10.0,0.9090909090909091,0.5445078412916509
2,0.05212781137356882,3.0,10.0,0.7272727272727273,0.19384800829468324
1,0.07698086049545194,3.0,10.0,0.9090909090909091,0.18854209804677105
7,0.05466707921860239,3.0,10.0,0.7272727272727273,0.15171854269738444
6,0.06196167599778838,3.0,11.0,0.9090909090909091,0.19824650793044704
7,0.09127889822021373,3.0,11.0,0.9090909090909091,0.44460418792349493
2,0.08762710116543768,3.0,11.0,0.6363636363636364,0.40831387501493843
2,0.08666277054396733,3.0,11.0,0.9090909090909091,0.33512260659564513
4,0.2956556733133501,3.0,11.0,0.8181818181818181,0.21779517182194796
4,0.13803519685669116,3.0,11.0,0.8181818181818181,0.31006657507525254
9,0.19847172812937225,3.0,11.0,0.9090909090909091,0.33623670612276446
2,0.1090801858376464,3.0,11.0,0.9090909090909091,0.2991628600908144
2,0.3377821440144456,3.0,11.0,0.9090909090909091,0.13431258369361476
10,0.0517206633254482,3.0,14.0,0.9090909090909091,0.1939223465479012
9,0.08431471703053993,3.0,14.0,0.9090909090909091,0.24154857671145116
10,0.10485791829382912,3.0,14.0,0.9090909090909091,0.3861785396149755
3,0.05850039704475205,4.0,15.0,0.9090909090909091,0.17474791234540477
8,0.05355536745424892,4.0,15.0,0.9090909090909091,0.22069592841454816
10,0.23517113959235691,4.0,15.0,0.8181818181818181,0.38193462621827384
5,0.05878932679985053,4.0,15.0,0.9090909090909091,0.2126888892100063
8,0.07781048133813787,4.0,15.0,0.9090909090909091,0.31243765609450547
9,0.1710457994956207,4.0,15.0,0.6363636363636364,0.17837724126825033
8,0.0754548689358083,4.0,16.0,0.9090909090909091,0.20458638232508702
7,0.06087874119897121,4.0,16.0,0.7272727272727273,0.20080296614093027
6,0.09268506955869818,4.0,16.0,0.8181818181818181,0.38598118455994834
10,0.0634447745538507,4.0,16.0,0.9090909090909091,0.39568921633365717
5,0.05287438505225298,4.0,16.0,0.9090909090909091,0.29705595300597715
1,0.08372957985279601,4.0,16.0,0.9090909090909091,0.25559219554601315
5,0.04380208955458998,4.0,16.0,0.9090909090909091,0.3120973828677529
4,0.07051307081892813,4.0,16.0,0.9090909090909091,0.21858726660805824
2,0.07005190977806078,4.0,16.0,0.9090909090909091,0.2707219784911534
3,0.16628930210407855,4.0,16.0,0.9090909090909091,0.33066114328885604
2,0.05127466056910733,4.0,17.0,0.9090909090909091,0.250413055813388
9,0.09760050044236365,4.0,17.0,0.9090909090909091,0.44783482942649333
9,0.0932231259010485,4.0,17.0,0.9090909090909091,0.4368931533359074
2,0.09329026909123471,4.0,17.0,0.9090909090909091,0.25847819050268106
2,0.04199995233532619,4.0,18.0,0.9090909090909091,0.164402968090997
6,0.0515840367268143,4.0,18.0,0.9090909090909091,0.2884502123012849
6,0.07766109544695335,4.0,18.0,0.9090909090909091,0.31210301045457506
4,0.07133348485424139,4.0,18.0,0.9090909090909091,0.26279558970232636
6,0.08827954833156688,4.0,18.0,0.7272727272727273,0.41757617722966317
4,0.3406673039190473,4.0,19.0,0.8181818181818181,0.342034084682693
3,0.08298274134560092,4.0,19.0,0.9090909090909091,0.31099734124112705
5,0.2835298411407355,4.0,19.0,0.09090909090909094,0.309349291682519
2,0.08038092444345367,4.0,19.0,0.8181818181818181,0.1916194698397152
8,0.13824233923113374,4.0,19.0,0.9090909090909091,0.31026821723739606
8,0.24140825061957905,4.0,19.0,0.9090909090909091,0.6754059038332745
3,0.1378844287827778,4.0,19.0,0.8181818181818181,0.1646656116257761
8,0.18146603481608306,4.0,19.0,0.6363636363636364,0.4743423193008255
2,0.11062512689483907,4.0,19.0,0.9090909090909091,0.3186247276150198
5,0.14838625815080128,4.0,19.0,0.7272727272727273,0.33290455860295703
5,0.41553446520834825,4.0,19.0,0.9090909090909091,0.24932419005006956
7,0.11899692235145538,4.0,19.0,0.8181818181818181,0.5968266112992257
5,0.1243110893595795,4.0,19.0,0.7272727272727273,0.3712423074090097
6,0.05519909424713427,5.0,20.0,0.9090909090909091,0.2526625303254564
8,0.039074668384014966,5.0,20.0,0.8181818181818181,0.17632789165911125
3,0.12754050748505774,5.0,20.0,0.9090909090909091,0.415786314030526
0,0.05478406865515397,5.0,21.0,0.9090909090909091,0.22089526730954043
9,0.06876278991981308,5.0,21.0,0.9090909090909091,0.35664671264593545
2,0.20179049761435003,5.0,21.0,0.5454545454545454,0.23733824398587275
4,0.14478220976015535,5.0,21.0,0.9090909090909091,0.35432096916720096
4,0.18353071657749792,5.0,21.0,0.9090909090909091,0.19678650991815141
10,0.0675641491948263,5.0,23.0,0.7272727272727273,0.2496999508583157
8,0.10609920374781451,5.0,23.0,0.7272727272727273,0.30679006701113515
2,0.060971205154127135,5.0,23.0,0.9090909090909091,0.37061148324965976
2,0.15878226196077994,5.0,23.0,0.9090909090909091,0.11978623736793342
8,0.22242439108675668,5.0,23.0,0.8181818181818181,0.4212767746632263
5,0.0664566035668535,5.0,24.0,0.8181818181818181,0.2505026842171125
4,0.0769068821507351,5.0,24.0,0.9090909090909091,0.41033546245626973
2,0.09178368107424309,5.0,24.0,0.8181818181818181,0.4302925406350034
7,0.14127823709693027,5.0,24.0,0.9090909090909091,0.3376165690040736
5,0.2515413666961386,5.0,24.0,0.8181818181818181,0.8421457501251042
2,0.17665957127480927,6.0,25.0,0.7272727272727273,0.7490887879220689
0,0.16299844549819162,6.0,25.0,0.9090909090909091,0.17399469279045596
5,0.1569023527928563,6.0,25.0,0.9090909090909091,0.2743323200278497
3,0.1172753513953484,6.0,25.0,0.7272727272727273,0.5759797249712135
7,0.07292917446069962,8.0,28.0,0.2727272727272727,0.18439150643824012
10,0.06560719394080891,8.0,28.0,0.4545454545454546,0.3716886738598413
7,0.0626506845243769,8.0,28.0,0.6363636363636364,0.1906812692325891
10,0.07965762957881878,8.0,28.0,0.9090909090909091,0.16584269195558038
4,0.05644072081431911,8.0,28.0,0.8181818181818181,0.25229811667083635
7,0.060436259305476386,8.0,28.0,0.8181818181818181,0.16908561826621296
5,0.07136425124936327,8.0,28.0,0.18181818181818177,0.23429744525865834
9,0.0776061126985711,8.0,28.0,0.9090909090909091,0.22959568462471272
7,0.053432250611893065,8.0,29.0,0.4545454545454546,0.35654367693028605
3,0.18817733477453208,8.0,29.0,0.9090909090909091,0.6587370074222435
10,0.14015836762891937,8.0,29.0,0.8181818181818181,0.5528626615460145
3,0.07623468463049726,8.0,29.0,0.9090909090909091,0.23979986388675031
7,0.05899751119659,8.0,29.0,0.8181818181818181,0.381454649346642
10,0.0869575619818424,8.0,29.0,0.9090909090909091,0.3127477124765257
7,0.09182694311959874,8.0,29.0,0.9090909090909091,0.3019343167268492
8,0.06977560276265538,8.0,29.0,0.8181818181818181,0.36130682798627306
8,0.05740801773395802,7.0,33.0,0.9090909090909091,0.25558430801172677
5,0.09440166373206037,7.0,33.0,0.2727272727272727,0.09550874838586558
5,0.061596219928102255,7.0,33.0,0.9090909090909091,0.302652769051369
5,0.10113770138523706,7.0,33.0,0.9090909090909091,0.6292091685633171
9,0.07426898135174236,7.0,33.0,0.7272727272727273,0.13040828026200807
5,0.07507740943224812,7.0,33.0,0.18181818181818177,0.2571018856656958
4,0.04680011365395579,7.0,33.0,0.9090909090909091,0.15594962577487476
8,0.07604927042359245,7.0,33.0,0.8181818181818181,0.19869441589781264
6,0.08436959833908417,7.0,33.0,0.18181818181818177,0.3301388226676678
8,0.4296079226455828,7.0,33.0,0.2727272727272727,0.7052078508057663
5,0.09338119186968204,7.0,33.0,0.6363636363636364,0.31838879957175775
9,0.07362330286639279,7.0,33.0,0.8181818181818181,0.16722525645278888
5,0.05153941042981079,7.0,33.0,0.9090909090909091,0.21746081146377222
0,0.06876867301460583,7.0,33.0,0.6363636363636364,0.2809308342529615
7,0.17467787904891657,7.0,33.0,0.8181818181818181,0.7032389408609282
9,0.05949089480928376,7.0,34.0,0.9090909090909091,0.12847521247876809
10,0.07125947854018548,7.0,34.0,0.8181818181818181,0.09373850316321689
1,0.08779893989720136,7.0,34.0,0.9090909090909091,0.21696413474994264
6,0.07092038280334564,7.0,34.0,0.6363636363636364,0.2911602382349501
5,0.07677447225195838,8.0,35.0,0.9090909090909091,0.13282885660436453
8,0.052602543475063976,8.0,35.0,0.9090909090909091,0.21182976855266852
6,0.0743398479637882,8.0,35.0,0.8181818181818181,0.28642212561964875
3,0.06910011409176069,8.0,35.0,0.9090909090909091,0.20770816789233662
9,0.19174968998375932,8.0,35.0,0.7272727272727273,0.3004298801880437
2,0.3818850903150589,8.0,35.0,0.8181818181818181,0.2500411711601786
3,0.07294539781699769,8.0,36.0,0.9090909090909091,0.25906250639081746
7,0.05214251702144813,8.0,36.0,0.9090909090909091,0.21528221567689074
10,0.04440531461173622,8.0,36.0,0.7272727272727273,0.20651732705625359
6,0.039645992136295244,8.0,36.0,0.5454545454545454,0.2212844913050243
3,0.0455647613008943,8.0,36.0,0.9090909090909091,0.2659828298685932
0,0.06885836438693585,8.0,36.0,0.9090909090909091,0.40944744082064366
5,0.12040074852996942,8.0,37.0,0.8181818181818181,0.4687170649617912
10,0.10078519821109093,8.0,37.0,0.8181818181818181,0.6163065473706152
10,0.11176381609475272,8.0,37.0,0.8181818181818181,0.403232719964586
2,0.25274710956217894,8.0,37.0,0.8181818181818181,0.5419107231387835
2,0.17730153536306442,8.0,37.0,0.8181818181818181,0.3303942137041113
7,0.05896620690619043,9.0,38.0,0.8181818181818181,0.12602696531861982
3,0.23188203437393265,9.0,38.0,0.8181818181818181,0.40031834732768135
2,0.046825506922032877,9.0,38.0,0.9090909090909091,0.1821062193726437
5,0.17993126620920172,9.0,38.0,0.36363636363636365,0.37621668891319016
2,0.4179894129240776,9.0,38.0,0.6363636363636364,0.3248339863564456
8,0.05381167819080427,9.0,38.0,0.8181818181818181,0.2561341810968015
2,0.3994813873501654,9.0,38.0,0.6363636363636364,0.3437850206758537
6,0.06001678230530325,9.0,38.0,0.6363636363636364,0.1809238187499706
1,0.06268290891909616,9.0,38.0,0.5454545454545454,0.34449374510140934
9,0.056491667492060256,9.0,38.0,0.9090909090909091,0.16137457588863538
5,0.06662265275801874,9.0,38.0,0.8181818181818181,0.17376469741708245
8,0.06323618045705255,9.0,38.0,0.4545454545454546,0.13325608506283415
5,0.0833948670778318,9.0,38.0,0.7272727272727273,0.19458340688470874
6,0.26243958647974713,9.0,38.0,0.36363636363636365,0.20873131211264676
5,0.054482114494435595,9.0,38.0,0.9090909090909091,0.2833440849554652
5,0.0649149415861235,9.0,38.0,0.9090909090909091,0.18935536282429494
4,0.09401394744710016,9.0,38.0,0.8181818181818181,0.3153227419187696
5,0.16601698762690562,9.0,38.0,0.9090909090909091,0.5780831819659902
7,0.32364858914476097,9.0,38.0,0.7272727272727273,0.3655779639371607
2,0.07627221987316714,9.0,39.0,0.8181818181818181,0.2702941086463442
8,0.11488595563677112,9.0,39.0,0.6363636363636364,0.23828429986685326
3,0.0734800005319992,9.0,39.0,0.6363636363636364,0.142003084399012
7,0.08840031027423598,9.0,39.0,0.9090909090909091,0.2683679821097103
4,0.08065553835204275,9.0,39.0,0.9090909090909091,0.3176319257446137
9,0.0793271541691436,9.0,39.0,0.9090909090909091,0.47124151549473
5,0.04290776949332201,9.0,39.0,0.9090909090909091,0.23743455709828754
8,0.10675057713563442,9.0,39.0,0.7272727272727273,0.3959988026797816
4,0.11183770428039697,9.0,39.0,0.9090909090909091,0.4137250824315574
4,0.23835545331679797,9.0,39.0,0.9090909090909091,0.2542152443472738
2,0.07407558295210011,9.0,40.0,0.9090909090909091,0.5160953127249639
6,0.4933008001399089,9.0,40.0,0.9090909090909091,0.21855160174269225
6,0.09952842388870607,9.0,40.0,0.9090909090909091,0.4416360069421912
1,0.1173013620431389,10.0,43.0,0.8181818181818181,0.6842199571555317
1,0.05492125552756996,10.0,43.0,0.9090909090909091,0.1478306361322193
1,0.06368023753866882,10.0,43.0,0.9090909090909091,0.316088847147485
1,0.10343714934388398,10.0,43.0,0.4545454545454546,0.3806832418247302
2,0.0784530976742813,10.0,43.0,0.9090909090909091,0.18958072452464306
1,0.08813062322790777,10.0,43.0,0.9090909090909091,0.28897494549960584
4,0.39159543959205717,10.0,43.0,0.9090909090909091,0.2845283274353254
5,0.04423537359898193,10.0,44.0,0.6363636363636364,0.15862084876259963
5,0.09970588642667878,10.0,44.0,0.6363636363636364,0.24245002686818465
6,0.09001319486625756,10.0,44.0,0.9090909090909091,0.25159877530354596
5,0.06685227506988119,10.0,44.0,0.9090909090909091,0.26256160083906516
4,0.2084085327695697,10.0,44.0,0.9090909090909091,0.292316355274304
8,0.22808584030367107,10.0,44.0,0.9090909090909091,0.4697408440663128
1,0.09229671385588342,10.0,44.0,0.9090909090909091,0.18313234398668668
7,0.07210486450686347,10.0,45.0,0.9090909090909091,0.1094319602098787
2,0.09597652074468785,10.0,45.0,0.9090909090909091,0.45623855215585424
1,0.10115002243322407,10.0,45.0,0.9090909090909091,0.38828494754430304
6,0.09300569330699801,10.0,46.0,0.4545454545454546,0.37058692639645896
8,0.06220676000699107,10.0,46.0,0.36363636363636365,0.35582702853654347
1,0.057182950546378786,10.0,46.0,0.8181818181818181,0.20680045266427627
3,0.09202447144602187,10.0,46.0,0.5454545454545454,0.29425449193574393
7,0.08110124065174878,10.0,46.0,0.9090909090909091,0.2457568595541477
3,0.07607011664031024,10.0,46.0,0.8181818181818181,0.18828120060249534
8,0.10679338466183111,10.0,46.0,0.36363636363636365,0.2225109427350141
6,0.07323622548317457,10.0,46.0,0.6363636363636364,0.3867382792593858
6,0.13438657035775076,10.0,46.0,0.6363636363636364,0.39157602488256044
2,0.1124679012135327,10.0,46.0,0.8181818181818181,0.15054643286622918
3,0.06371881125727687,10.0,46.0,0.9090909090909091,0.2950706682048173
2,0.08316178996032379,10.0,46.0,0.6363636363636364,0.49144001618406624
1,0.7725020527475127,10.0,46.0,0.9090909090909091,0.061686927773007744
2,0.14529785491389777,10.0,46.0,0.8181818181818181,0.20891188239713715
1,0.3222988062366887,10.0,46.0,0.7272727272727273,0.36485119042037273
1,0.3479568439246814,10.0,46.0,0.7272727272727273,0.15116796536315094
0,0.40678129626591975,10.0,46.0,0.8181818181818181,0.17742468622549062
3,0.18061723467388147,10.0,46.0,0.9090909090909091,0.2022685883007716
7,0.1066848709141091,10.0,46.0,0.9090909090909091,0.3674662426703489
6,0.10417997344180437,10.0,47.0,0.5454545454545454,0.4192109500290218
6,0.08843182425388693,10.0,47.0,0.9090909090909091,0.2963826250238426
4,0.18079954253318756,10.0,47.0,0.4545454545454546,0.28832488605970785
6,0.10554914672650277,10.0,47.0,0.6363636363636364,0.09212023834851163
5,0.07040718782273173,10.0,47.0,0.7272727272727273,0.13868819718798636
6,0.06548611230158286,10.0,47.0,0.8181818181818181,0.17799667657504503
8,0.08911415485164943,10.0,47.0,0.7272727272727273,0.43947110672018713
4,0.0901855249539371,10.0,47.0,0.6363636363636364,0.1587239261289256
10,0.24503176041141647,10.0,47.0,0.9090909090909091,0.5806217522980307
6,0.0651588831968437,10.0,47.0,0.7272727272727273,0.23098049335914533
4,0.08652515685013472,10.0,47.0,0.7272727272727273,0.4272291827845492
5,0.07042584918472121,11.0,49.0,0.9090909090909091,0.20538586807053905
3,0.09660805431129726,11.0,49.0,0.9090909090909091,0.26184866957709374
10,0.21057393400892813,11.0,49.0,0.9090909090909091,0.2303834215094791
0,0.24812056568384674,11.0,49.0,0.9090909090909091,0.18482630844766484
6,0.10409965922641626,11.0,50.0,0.8181818181818181,0.35733965965868797
3,0.06251449862027847,11.0,50.0,0.8181818181818181,0.28372111110409515
6,0.06409299489105076,11.0,50.0,0.9090909090909091,0.35235331541080767
2,0.06073123161258821,11.0,50.0,0.7272727272727273,0.2432295125624953
7,0.06329535303539145,11.0,50.0,0.9090909090909091,0.222867750260244
7,0.28351854805871773,11.0,50.0,0.9090909090909091,0.35403516266498075
0,0.09008230013185517,11.0,50.0,0.8181818181818181,0.32509002986233587
0,0.48549801472242615,11.0,50.0,0.9090909090909091,0.20442734745344876
5,0.09672907336647846,11.0,51.0,0.7272727272727273,0.2888767451610583
10,0.043863195609298404,11.0,51.0,0.7272727272727273,0.1527767299201842
6,0.04333643977879494,11.0,51.0,0.9090909090909091,0.2668789036880751
6,0.15368468851835435,11.0,51.0,0.9090909090909091,0.36293900088737313
10,0.09736662672831514,11.0,51.0,0.6363636363636364,0.32026060518637256
6,0.11628413770806287,11.0,51.0,0.8181818181818181,0.3128415870710933
5,0.07395721293879443,11.0,52.0,0.8181818181818181,0.23612222487875512
3,0.0588669642248999,11.0,52.0,0.9090909090909091,0.20334369126826304
10,0.09971070353562116,11.0,52.0,0.6363636363636364,0.10093674759191602
4,0.12884447429799545,11.0,52.0,0.8181818181818181,0.38790929212168573
7,0.038760562017738365,11.0,52.0,0.9090909090909091,0.33109451535866025
7,0.10020785314847168,11.0,52.0,0.9090909090909091,0.31650630062188945
1,0.11560746531059399,11.0,52.0,0.2727272727272727,0.19694395680630095
4,0.09819262131284921,11.0,52.0,0.9090909090909091,0.21069194155223878
4,0.06950682198872293,11.0,52.0,0.8181818181818181,0.26905234349631046
1,0.12268849438186526,11.0,52.0,0.36363636363636365,0.3981401610338405
10,0.05682634467241797,11.0,52.0,0.7272727272727273,0.15266887939890153
4,0.10477650938788194,11.0,52.0,0.6363636363636364,0.2442425320822941
1,0.16913725428235402,11.0,52.0,0.6363636363636364,0.7120677018012603
6,0.2086555819687653,11.0,52.0,0.8181818181818181,0.35010570988467565
6,0.10836839743791861,11.0,52.0,0.9090909090909091,0.36790311404064546
3,0.12124653545820421,11.0,52.0,0.8181818181818181,0.41886936061564967
6,0.13935639073656506,12.0,53.0,0.9090909090909091,0.3218509302911411
9,0.07223905957703007,12.0,53.0,0.8181818181818181,0.3209283109339981
9,0.06009343636390962,12.0,53.0,0.6363636363636364,0.1599689612880636
1,0.04626697471458174,12.0,53.0,0.9090909090909091,0.18394249675640642
3,0.07270746097950093,12.0,53.0,0.9090909090909091,0.2653983931144638
3,0.10724715739741737,12.0,53.0,0.8181818181818181,0.16972443797252237
6,0.10983431924569258,12.0,53.0,0.9090909090909091,0.382476838189934
7,0.11740272202927095,12.0,53.0,0.9090909090909091,0.2521430898932191
3,0.06643342857601774,12.0,54.0,0.8181818181818181,0.1091897284519575
1,0.07411046142183779,12.0,54.0,0.7272727272727273,0.23028080728958727
7,0.05761625767043459,12.0,54.0,0.8181818181818181,0.23613387652643467
4,0.09849048402292636,12.0,54.0,0.8181818181818181,0.23813992489454272
3,0.08490639837709942,12.0,54.0,0.8181818181818181,0.27462705929995296
6,0.19259251566603186,12.0,55.0,0.7272727272727273,0.44104576293015213
9,0.2894345626315558,12.0,55.0,0.09090909090909094,0.667577371760271
6,0.26542543393314316,12.0,55.0,0.36363636363636365,0.37515557071857414
4,0.16789829595147956,12.0,55.0,0.36363636363636365,0.4572845011439072
10,0.3459194850959643,12.0,55.0,0.9090909090909091,0.2027846014628508
9,0.35073323678476576,12.0,55.0,0.09090909090909094,0.7091508729752304
6,0.05469047273161759,12.0,55.0,0.8181818181818181,0.28157121124016393
10,0.25467437345053706,12.0,55.0,0.18181818181818177,0.45280622151645916
9,0.06062486705220083,12.0,55.0,0.9090909090909091,0.20237512803194307
5,0.10427380451659438,12.0,55.0,0.6363636363636364,0.3103721713247042
8,0.19233666211925993,12.0,55.0,0.36363636363636365,0.3718171006146246
10,0.15466055852911492,12.0,55.0,0.6363636363636364,0.36129246062139675
9,0.10737209535421186,12.0,55.0,0.9090909090909091,0.2896834648520206
10,0.14325233299272194,12.0,55.0,0.36363636363636365,0.2542162328136396
3,0.10951003696184655,12.0,55.0,0.6363636363636364,0.356742918501224
8,0.10172405328635749,12.0,55.0,0.9090909090909091,0.3040909736636676
3,0.08284790462178941,12.0,55.0,0.5454545454545454,0.29073279620415476
8,0.19268064378295635,12.0,55.0,0.5454545454545454,0.1931227580548674
8,0.19399564421375126,12.0,55.0,0.5454545454545454,0.5459424223791839
8,0.10761908191664678,12.0,55.0,0.6363636363636364,0.29684361465850034
7,0.08125678822904141,12.0,55.0,0.4545454545454546,0.3233379453159119
7,0.048859645156351536,12.0,55.0,0.6363636363636364,0.2377636307850939
9,0.04498190647828603,12.0,55.0,0.9090909090909091,0.2540243504547712
8,0.21633580763849405,12.0,55.0,0.2727272727272727,0.3188912571680662
8,0.08811073540870108,12.0,55.0,0.4545454545454546,0.3849887406973832
10,0.10418781643485223,12.0,55.0,0.8181818181818181,0.43365129298823096
6,0.07964452467534594,12.0,55.0,0.9090909090909091,0.3789658425634724
8,0.21747744853294543,12.0,55.0,0.8181818181818181,0.5746855510786311
6,0.1583370241427604,12.0,55.0,0.7272727272727273,0.27646720037540146
9,0.05826168858071659,12.0,55.0,0.8181818181818181,0.17052263760885483
7,0.10745811452565743,12.0,55.0,0.2727272727272727,0.3150046569374494
10,0.1488222962954211,12.0,55.0,0.8181818181818181,0.38463170679828385
6,0.10292752976729636,12.0,55.0,0.8181818181818181,0.18804429634305292
8,0.09715029861396189,12.0,55.0,0.5454545454545454,0.32800978044578005
4,0.04739905864536139,12.0,55.0,0.7272727272727273,0.19240673541116143
10,0.16807529672860083,12.0,55.0,0.7272727272727273,0.1997040070279501
9,0.0847709031402421,12.0,55.0,0.4545454545454546,0.19519718918118356
10,0.08378349430174603,12.0,55.0,0.9090909090909091,0.36404453788352886
10,0.10033130485879449,12.0,55.0,0.9090909090909091,0.1518606099318898
10,0.11673553613551663,12.0,55.0,0.9090909090909091,0.3420924893211911
9,0.08346397362942877,12.0,56.0,0.36363636363636365,0.281069942952368
5,0.08727227546396651,12.0,56.0,0.9090909090909091,0.5049841957534154
9,0.05881921740685876,12.0,56.0,0.8181818181818181,0.14984096792961374
9,0.13069354474581044,12.0,56.0,0.4545454545454546,0.3650070569186496
10,0.07995225260261411,12.0,57.0,0.8181818181818181,0.24789583721586422
8,0.10581854997994476,12.0,57.0,0.8181818181818181,0.17902926330875535
5,0.11179881538080468,12.0,57.0,0.9090909090909091,0.2708711653578203
8,0.07934904965716257,12.0,57.0,0.9090909090909091,0.18534605808910729
